"","county","sale.dollars","Bachelor.s.degree.or.higher"
"1504","Butler",38.96,0.182
"1505","Butler",71.76,0.182
"1506","Butler",78,0.182
"1507","Butler",10.49,0.182
"1508","Butler",97.56,0.182
"1509","Butler",41.96,0.182
"1510","Calhoun",81,0.197
"1511","Calhoun",97.56,0.197
"1512","Calhoun",122.16,0.197
"1513","Calhoun",4.98,0.197
"1514","Calhoun",94.44,0.197
"1515","Calhoun",8.13,0.197
"1516","Calhoun",234,0.197
"1517","Calhoun",42.68,0.197
"1518","Calhoun",107.94,0.197
"1519","Calhoun",7.08,0.197
"1520","Calhoun",6.35,0.197
"1521","Calhoun",6.45,0.197
"1522","Calhoun",6.5,0.197
"1523","Calhoun",10.95,0.197
"1524","Calhoun",56.25,0.197
"1525","Calhoun",11.24,0.197
"1526","Calhoun",15.48,0.197
"1527","Calhoun",4.95,0.197
"1528","Calhoun",19.5,0.197
"1529","Calhoun",124.2,0.197
"1530","Calhoun",23.25,0.197
"1531","Calhoun",9.74,0.197
"1532","Calhoun",21.24,0.197
"1533","Calhoun",61.2,0.197
"1534","Calhoun",117.96,0.197
"1535","Calhoun",59.76,0.197
"1536","Calhoun",675,0.197
"1537","Calhoun",5.1,0.197
"1538","Calhoun",116.88,0.197
"1539","Calhoun",28.32,0.197
"1540","Calhoun",29.88,0.197
"1541","Calhoun",21.34,0.197
"1542","Calhoun",64.02,0.197
"1543","Calhoun",75,0.197
"1544","Calhoun",65.7,0.197
"1545","Calhoun",69.75,0.197
"1546","Calhoun",22.4,0.197
"1547","Calhoun",225,0.197
"1548","Calhoun",61.92,0.197
"1549","Calhoun",10.76,0.197
"1550","Calhoun",32.85,0.197
"1551","Calhoun",84.96,0.197
"1552","Calhoun",134.88,0.197
"1553","Calhoun",10.22,0.197
"1554","Calhoun",7.5,0.197
"1555","Calhoun",90,0.197
